'time_ms', 'time_hour', 'time_date', 'gps_latitude', 'gps_longitude', 'button_press'
1572304074410, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074412, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074415, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074416, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074420, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304074424, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304074425, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074428, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074430, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074432, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074435, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074436, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074440, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074444, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074445, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074448, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074450, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074452, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074455, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074456, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074460, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074464, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074465, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074468, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074470, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074472, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074475, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074476, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304074480, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304074484, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074485, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074488, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074490, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074492, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074495, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074496, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074500, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074504, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074505, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074508, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074510, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074512, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074515, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074516, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074520, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074524, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074525, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074528, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074530, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074532, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074535, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074536, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074540, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074544, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074545, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074548, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074550, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074552, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074555, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074556, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074560, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074564, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074565, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074568, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074570, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074572, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074575, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074576, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074580, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074584, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074585, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074588, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074590, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074592, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074595, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074596, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074600, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074604, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074605, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074608, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074610, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074612, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074615, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074616, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074620, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074624, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074625, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074628, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074630, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074632, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074635, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074636, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074640, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304074644, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074645, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074648, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074650, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074652, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074655, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074656, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074660, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074664, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074665, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074668, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074670, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074672, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074675, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074676, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074680, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304074684, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074685, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074688, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074690, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074692, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074695, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074696, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074700, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074704, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074705, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074708, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074710, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074712, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074715, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074716, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074720, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304074724, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304074725, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304074728, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074730, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074732, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304074735, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304074736, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304074740, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304074744, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074745, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074748, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074750, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074752, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074755, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074756, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074760, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074764, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074765, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074768, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074770, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074772, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074775, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074776, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074780, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074784, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074785, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074788, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074790, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074792, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074795, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074796, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074800, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074804, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074805, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074808, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074810, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074812, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074815, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074816, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074820, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074824, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074825, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074828, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074830, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074832, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074835, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074836, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074840, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074844, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074845, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074848, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074850, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074852, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074855, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074856, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074860, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074864, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074865, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074868, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074870, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074872, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304074875, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074876, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074880, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074884, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074885, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074888, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074890, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074892, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074895, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074896, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074900, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074904, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074905, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074908, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074910, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074912, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074915, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074916, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074920, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074924, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074925, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074928, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074930, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074932, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304074935, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074936, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304074940, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074944, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074945, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074948, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074950, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074952, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074955, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074956, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074960, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074964, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074965, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074968, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074970, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074972, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074975, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074976, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074980, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074984, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074985, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074988, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074990, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074992, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074995, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304074996, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075000, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075004, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075005, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075008, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075010, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075012, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075015, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075016, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075020, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075024, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075025, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075028, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075030, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075032, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075035, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075036, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075040, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075044, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075045, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075048, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075050, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075052, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075055, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075056, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075060, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075064, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075065, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075068, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075070, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075072, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075075, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075076, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075080, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075084, 16, '10/28/2019', 34.062497, -118.447253, 1
